index,year,university,final_grade,1_list,since_2010,city,covid_format_change,growth_1_list,growth_final_grade,diff_1_list_final_grade,CCAA,latitude,longitude
0.0,2010,u. de lérida,11.04,11.654,True,lérida,0.0,,,0.614,Cataluña,41.81636125,1.59713745
1.0,2010,u. de gerona,11.07,11.61,True,gerona,0.0,,,0.54,Cataluña,41.9743792,2.8235429
2.0,2010,u. rovira i virgili (reus),11.142,11.708,True,reus,0.0,,,0.566,Cataluña,41.155309,1.1053273
3.0,2010,u. de zaragoza (campus huesca),11.19,12.059,True,huesca,0.0,,,0.869,Aragón,42.1414059,-0.4060896
4.0,2010,u. autónoma de barcelona,11.195,11.59,True,barcelona,0.0,,,0.395,Cataluña,41.5025932,2.080056
5.0,2010,u. de valladolid,11.204,12.29,True,valladolid,0.0,,,1.086,Castilla y León,41.6105937,-4.6916619
6.0,2010,u. de cantabria (santander),11.212,12.592,True,santander,0.0,,,1.38,Cantabria,43.4736983,-3.7859174
7.0,2010,u. de santiago de compostela,11.23,11.8,True,santiago de compostela,0.0,,,0.57,Galicia,42.88050025,-8.5457602
8.0,2010,u. de extremadura (badajoz),11.236,12.5,True,badajoz,0.0,,,1.264,Extremadura,38.8824069,-7.0194457
9.0,2010,u. de cádiz,11.286,12.12,True,cádiz,0.0,,,0.834,Andalucía,36.5340199,-6.3018987
10.0,2010,u. pompeu fabra (barcelona),11.328,11.976,True,barcelona,0.0,,,0.648,Cataluña,41.37921475,2.17941527
11.0,2010,u. de barcelona-clínico,11.35,12.04,True,barcelona,0.0,,,0.69,Cataluña,41.39017434,2.15212588
12.0,2010,u. de salamanca,11.37,12.564,True,salamanca,0.0,,,1.194,Castilla y León,40.9666432,-5.6772757
13.0,2010,u. de zaragoza (campus zaragoza),11.39,12.185,True,zaragoza,0.0,,,0.795,Aragón,41.6421312,-0.90302271
14.0,2010,u. de c-la mancha (campus c.real),11.478,12.343,True,ciudad real,0.0,,,0.865,Castilla-La Mancha,38.9918372,-3.9268263
15.0,2010,u. de córdoba,11.496,12.295,True,córdoba,0.0,,,0.799,Andalucía,37.8560421,-4.8134452
16.0,2010,u. del país vasco (lejona),11.503,11.922,True,bilbao,0.0,,,0.419,País Vasco,43.3359821,-2.9768285
17.0,2010,u. de c-la mancha (campus albacete),11.53,12.246,True,albacete,0.0,,,0.716,Castilla-La Mancha,38.4527362,-2.05363374
18.0,2010,u. de sevilla,11.559,12.272,True,sevilla,0.0,,,0.713,Andalucía,37.4128557,-5.9845606
19.0,2010,u. miguel hernández (s. juan de alicante),11.584,12.216,True,alicante,0.0,,,0.632,Andalucía,38.39896277,-0.43477806
20.0,2010,u. de alcalá,11.631,11.862,True,alcalá,0.0,,,0.231,C. Madrid,40.4818396,-3.3644973
21.0,2010,u. de málaga,11.645,12.225,True,málaga,0.0,,,0.58,Andalucía,36.7200431,-4.41617939
22.0,2010,u. de murcia,11.666,12.388,True,murcia,0.0,,,0.722,Andalucía,37.99109245,-1.13010405
23.0,2010,u. de la laguna,11.68,12.2,True,la laguna,0.0,,,0.52,Canarias,28.4852475,-16.3126059
24.0,2010,urjc - campus alcorcón,11.7,11.867,True,madrid,0.0,,,0.167,C. Madrid,40.3506324,-3.8437926
25.0,2010,u. de valencia,11.732,12.247,True,valencia,0.0,,,0.515,C. Valenciana,39.4786642,-0.3627246
26.0,2010,u. autónoma de madrid,11.84,12.036,True,madrid,0.0,,,0.196,C. Madrid,40.4832261,-3.6972262
27.0,2010,u. de las palmas,11.849,12.312,True,las palmas,0.0,,,0.463,Canarias,28.09055808,-15.41890014
28.0,2010,u. de granada,11.959,12.503,True,granada,0.0,,,0.544,Andalucía,37.1474408,-3.6042349
29.0,2010,u. complutense de madrid,12.022,12.189,True,madrid,0.0,,,0.167,C. Madrid,40.4437398,-3.72614639
30.0,2010,u. de oviedo,12.088,12.579,True,oviedo,0.0,,,0.491,Asturias,43.3533657,-5.8687712
0.0,2011,u. de gerona,11.26,11.619,True,gerona,0.0,0.001,0.017,0.359,Cataluña,41.9743792,2.8235429
1.0,2011,u. de lérida,11.316,11.65,True,lérida,0.0,-0.0,0.025,0.334,Cataluña,41.81636125,1.59713745
2.0,2011,u. del país vasco (lejona),11.346,11.747,True,bilbao,0.0,-0.015,-0.014,0.401,País Vasco,43.3359821,-2.9768285
3.0,2011,u. rovira i virgili (reus),11.406,11.786,True,reus,0.0,0.007,0.024,0.38,Cataluña,41.155309,1.1053273
4.0,2011,u. autónoma de barcelona,11.482,11.726,True,barcelona,0.0,0.012,0.026,0.244,Cataluña,41.5025932,2.080056
5.0,2011,u. de zaragoza (campus huesca),11.587,12.02,True,huesca,0.0,-0.003,0.035,0.433,Aragón,42.1414059,-0.4060896
6.0,2011,u. de santiago de compostela,11.598,12.014,True,santiago de compostela,0.0,0.018,0.033,0.416,Galicia,42.88050025,-8.5457602
7.0,2011,u. de cantabria (santander),11.632,12.437,True,santander,0.0,-0.012,0.037,0.805,Cantabria,43.4736983,-3.7859174
8.0,2011,u. pompeu fabra (barcelona),11.714,12.04,True,barcelona,0.0,0.005,0.034,0.326,Cataluña,41.37921475,2.17941527
9.0,2011,u. de zaragoza (campus zaragoza),11.725,12.134,True,zaragoza,0.0,-0.004,0.029,0.409,Aragón,41.6421312,-0.90302271
10.0,2011,u. jaume i,11.73,12.332,False,castellon de la plana,0.0,,,0.602,C. Valenciana,39.9899483,-0.0664218
11.0,2011,u. de extremadura (badajoz),11.758,12.565,True,badajoz,0.0,0.005,0.046,0.807,Extremadura,38.8824069,-7.0194457
12.0,2011,u. de valladolid,11.79,12.156,True,valladolid,0.0,-0.011,0.052,0.366,Castilla y León,41.6105937,-4.6916619
13.0,2011,u. de barcelona-clínico,11.867,12.158,True,barcelona,0.0,0.01,0.046,0.291,Cataluña,41.39017434,2.15212588
14.0,2011,u. de salamanca,11.867,12.2,True,salamanca,0.0,-0.029,0.044,0.333,Castilla y León,40.9666432,-5.6772757
15.0,2011,u. de cádiz,11.921,12.366,True,cádiz,0.0,0.02,0.056,0.445,Andalucía,36.5340199,-6.3018987
16.0,2011,u. de c-la mancha (campus albacete),11.964,12.36,True,albacete,0.0,0.009,0.038,0.396,Castilla-La Mancha,38.4527362,-2.05363374
17.0,2011,u. de la laguna,11.977,12.42,True,la laguna,0.0,0.018,0.025,0.443,Canarias,28.4852475,-16.3126059
18.0,2011,u. de valencia,11.986,12.41,True,valencia,0.0,0.013,0.022,0.424,C. Valenciana,39.4786642,-0.3627246
19.0,2011,u. de murcia,11.987,12.602,True,murcia,0.0,0.017,0.028,0.615,Andalucía,37.99109245,-1.13010405
20.0,2011,u. de sevilla,12.022,12.451,True,sevilla,0.0,0.015,0.04,0.429,Andalucía,37.4128557,-5.9845606
21.0,2011,u. miguel hernández (s. juan de alicante),12.022,12.52,True,alicante,0.0,0.025,0.038,0.498,Andalucía,38.39896277,-0.43477806
22.0,2011,u. de alcalá,12.023,12.125,True,alcalá,0.0,0.022,0.034,0.102,C. Madrid,40.4818396,-3.3644973
23.0,2011,u. de c-la mancha (campus c.real),12.04,12.4,True,ciudad real,0.0,0.005,0.049,0.36,Castilla-La Mancha,38.9918372,-3.9268263
24.0,2011,urjc - campus alcorcón,12.064,12.143,True,madrid,0.0,0.023,0.031,0.079,C. Madrid,40.3506324,-3.8437926
25.0,2011,u. de córdoba,12.172,12.556,True,córdoba,0.0,0.021,0.059,0.384,Andalucía,37.8560421,-4.8134452
26.0,2011,u. de las palmas,12.195,12.411,True,las palmas,0.0,0.008,0.029,0.216,Canarias,28.09055808,-15.41890014
27.0,2011,u. autónoma de madrid,12.2,12.308,True,madrid,0.0,0.023,0.03,0.108,C. Madrid,40.4832261,-3.6972262
28.0,2011,u. de málaga,12.204,12.55,True,málaga,0.0,0.027,0.048,0.346,Andalucía,36.7200431,-4.41617939
29.0,2011,u. de oviedo,12.292,12.692,True,oviedo,0.0,0.009,0.017,0.4,Asturias,43.3533657,-5.8687712
30.0,2011,u. complutense de madrid,12.354,12.469,True,madrid,0.0,0.023,0.028,0.115,C. Madrid,40.4437398,-3.72614639
31.0,2011,u. de granada,12.36,12.79,True,granada,0.0,0.023,0.034,0.43,Andalucía,37.1474408,-3.6042349
0.0,2012,u. rovira i virgili (reus),11.668,12.02,True,reus,0.0,0.02,0.023,0.352,Cataluña,41.155309,1.1053273
1.0,2012,u. de gerona,11.672,11.946,True,gerona,0.0,0.028,0.037,0.274,Cataluña,41.9743792,2.8235429
2.0,2012,u. de lérida,11.68,11.944,True,lérida,0.0,0.025,0.032,0.264,Cataluña,41.81636125,1.59713745
3.0,2012,u. autónoma de barcelona,11.765,12.022,True,barcelona,0.0,0.025,0.025,0.257,Cataluña,41.5025932,2.080056
4.0,2012,u. de santiago de compostela,11.78,12.179,True,santiago de compostela,0.0,0.014,0.016,0.399,Galicia,42.88050025,-8.5457602
5.0,2012,u. de zaragoza (campus huesca),11.796,12.268,True,huesca,0.0,0.021,0.018,0.472,Aragón,42.1414059,-0.4060896
6.0,2012,u. de barcelona-clínico,11.8,12.332,True,barcelona,0.0,0.014,-0.006,0.532,Cataluña,41.39017434,2.15212588
7.0,2012,u. pompeu fabra (barcelona),11.808,12.242,True,barcelona,0.0,0.017,0.008,0.434,Cataluña,41.37921475,2.17941527
8.0,2012,u. de cantabria (santander),11.81,12.504,True,santander,0.0,0.005,0.015,0.694,Cantabria,43.4736983,-3.7859174
9.0,2012,u. del país vasco (lejona),11.83,12.119,True,bilbao,0.0,0.032,0.043,0.289,País Vasco,43.3359821,-2.9768285
10.0,2012,u. de valladolid,11.872,12.31,True,valladolid,0.0,0.013,0.007,0.438,Castilla y León,41.6105937,-4.6916619
11.0,2012,u. de zaragoza (campus zaragoza),11.906,12.376,True,zaragoza,0.0,0.02,0.015,0.47,Aragón,41.6421312,-0.90302271
12.0,2012,u. jaume i,11.944,12.44,False,castellon de la plana,0.0,0.009,0.018,0.496,C. Valenciana,39.9899483,-0.0664218
13.0,2012,u. de extremadura (badajoz),11.95,12.4,True,badajoz,0.0,-0.013,0.016,0.45,Extremadura,38.8824069,-7.0194457
14.0,2012,u. de salamanca,11.957,12.37,True,salamanca,0.0,0.014,0.008,0.413,Castilla y León,40.9666432,-5.6772757
15.0,2012,u. de cádiz,12.01,12.424,True,cádiz,0.0,0.005,0.007,0.414,Andalucía,36.5340199,-6.3018987
16.0,2012,u. de la laguna,12.053,12.57,True,la laguna,0.0,0.012,0.006,0.517,Canarias,28.4852475,-16.3126059
17.0,2012,u. de c-la mancha (campus c.real),12.068,12.458,True,ciudad real,0.0,0.005,0.002,0.39,Castilla-La Mancha,38.9918372,-3.9268263
18.0,2012,urjc - campus alcorcón,12.107,12.189,True,madrid,0.0,0.004,0.004,0.082,C. Madrid,40.3506324,-3.8437926
19.0,2012,u. de c-la mancha (campus albacete),12.115,12.456,True,albacete,0.0,0.008,0.013,0.341,Castilla-La Mancha,38.4527362,-2.05363374
20.0,2012,u. miguel hernández (s. juan de alicante),12.131,12.526,True,alicante,0.0,0.0,0.009,0.395,Andalucía,38.39896277,-0.43477806
21.0,2012,u. de sevilla,12.136,12.503,True,sevilla,0.0,0.004,0.009,0.367,Andalucía,37.4128557,-5.9845606
22.0,2012,u. de alcalá,12.178,12.229,True,alcalá,0.0,0.009,0.013,0.051,C. Madrid,40.4818396,-3.3644973
23.0,2012,u. de las palmas,12.178,12.429,True,las palmas,0.0,0.001,-0.001,0.251,Canarias,28.09055808,-15.41890014
24.0,2012,u. de valencia,12.182,12.546,True,valencia,0.0,0.011,0.016,0.364,C. Valenciana,39.4786642,-0.3627246
25.0,2012,u. de córdoba,12.196,12.555,True,córdoba,0.0,-0.0,0.002,0.359,Andalucía,37.8560421,-4.8134452
26.0,2012,u. de málaga,12.197,12.554,True,málaga,0.0,0.0,-0.001,0.357,Andalucía,36.7200431,-4.41617939
27.0,2012,u. de oviedo,12.226,12.692,True,oviedo,0.0,0.0,-0.005,0.466,Asturias,43.3533657,-5.8687712
28.0,2012,u. de murcia,12.29,12.808,True,murcia,0.0,0.016,0.025,0.518,Andalucía,37.99109245,-1.13010405
29.0,2012,u. autónoma de madrid,12.3,12.424,True,madrid,0.0,0.009,0.008,0.124,C. Madrid,40.4832261,-3.6972262
30.0,2012,u. de granada,12.449,12.822,True,granada,0.0,0.003,0.007,0.373,Andalucía,37.1474408,-3.6042349
31.0,2012,u. complutense de madrid,12.499,12.499,True,madrid,0.0,0.002,0.012,0.0,C. Madrid,40.4437398,-3.72614639
0.0,2013,u. de lérida,11.73,12.0,True,lérida,0.0,0.005,0.004,0.27,Cataluña,41.81636125,1.59713745
1.0,2013,u. rovira i virgili (reus),11.752,12.013,True,reus,0.0,-0.001,0.007,0.261,Cataluña,41.155309,1.1053273
2.0,2013,u. de gerona,11.753,11.99,True,gerona,0.0,0.004,0.007,0.237,Cataluña,41.9743792,2.8235429
3.0,2013,u. autónoma de barcelona,11.851,12.086,True,barcelona,0.0,0.005,0.007,0.235,Cataluña,41.5025932,2.080056
4.0,2013,u. de zaragoza (campus huesca),11.852,12.352,True,huesca,0.0,0.007,0.005,0.5,Aragón,42.1414059,-0.4060896
5.0,2013,u. de cantabria (santander),11.892,12.54,True,santander,0.0,0.003,0.007,0.648,Cantabria,43.4736983,-3.7859174
6.0,2013,u. pompeu fabra (barcelona),11.9,12.342,True,barcelona,0.0,0.008,0.008,0.442,Cataluña,41.37921475,2.17941527
7.0,2013,u. de zaragoza (campus zaragoza),11.905,12.425,True,zaragoza,0.0,0.004,-0.0,0.52,Aragón,41.6421312,-0.90302271
8.0,2013,u. de valladolid,11.912,12.325,True,valladolid,0.0,0.001,0.003,0.413,Castilla y León,41.6105937,-4.6916619
9.0,2013,u. del país vasco (lejona),11.914,12.079,True,bilbao,0.0,-0.003,0.007,0.165,País Vasco,43.3359821,-2.9768285
10.0,2013,u. jaume i,11.931,12.334,False,castellon de la plana,0.0,-0.009,-0.001,0.403,C. Valenciana,39.9899483,-0.0664218
11.0,2013,u. de santiago de compostela,11.951,12.268,True,santiago de compostela,0.0,0.007,0.015,0.317,Galicia,42.88050025,-8.5457602
12.0,2013,u. de salamanca,11.999,12.381,True,salamanca,0.0,0.001,0.004,0.382,Castilla y León,40.9666432,-5.6772757
13.0,2013,u. de extremadura (badajoz),12.028,12.452,True,badajoz,0.0,0.004,0.007,0.424,Extremadura,38.8824069,-7.0194457
14.0,2013,u. de cádiz,12.056,12.455,True,cádiz,0.0,0.002,0.004,0.399,Andalucía,36.5340199,-6.3018987
15.0,2013,u. de barcelona-clínico,12.089,12.408,True,barcelona,0.0,0.006,0.024,0.319,Cataluña,41.39017434,2.15212588
16.0,2013,u. de c-la mancha (campus c.real),12.1,12.505,True,ciudad real,0.0,0.004,0.003,0.405,Castilla-La Mancha,38.9918372,-3.9268263
17.0,2013,u. de alcalá,12.1,12.396,True,alcalá,0.0,0.014,-0.006,0.296,C. Madrid,40.4818396,-3.3644973
18.0,2013,u. miguel hernández (s. juan de alicante),12.103,12.43,True,alicante,0.0,-0.008,-0.002,0.327,Andalucía,38.39896277,-0.43477806
19.0,2013,u. de la laguna,12.123,12.48,True,la laguna,0.0,-0.007,0.006,0.357,Canarias,28.4852475,-16.3126059
20.0,2013,urjc - campus alcorcón,12.136,12.343,True,madrid,0.0,0.013,0.002,0.207,C. Madrid,40.3506324,-3.8437926
21.0,2013,u. de valencia,12.146,12.523,True,valencia,0.0,-0.002,-0.003,0.377,C. Valenciana,39.4786642,-0.3627246
22.0,2013,u. de c-la mancha (campus albacete),12.17,12.558,True,albacete,0.0,0.008,0.005,0.388,Castilla-La Mancha,38.4527362,-2.05363374
23.0,2013,u. de córdoba,12.233,12.538,True,córdoba,0.0,-0.001,0.003,0.305,Andalucía,37.8560421,-4.8134452
24.0,2013,u. de sevilla,12.258,12.537,True,sevilla,0.0,0.003,0.01,0.279,Andalucía,37.4128557,-5.9845606
25.0,2013,u. de las palmas,12.26,12.592,True,las palmas,0.0,0.013,0.007,0.332,Canarias,28.09055808,-15.41890014
26.0,2013,u. de málaga,12.307,12.627,True,málaga,0.0,0.006,0.009,0.32,Andalucía,36.7200431,-4.41617939
27.0,2013,u. de murcia,12.346,12.743,True,murcia,0.0,-0.005,0.005,0.397,Andalucía,37.99109245,-1.13010405
28.0,2013,u. autónoma de madrid,12.429,12.558,True,madrid,0.0,0.011,0.01,0.129,C. Madrid,40.4832261,-3.6972262
29.0,2013,u. complutense de madrid,12.435,12.571,True,madrid,0.0,0.006,-0.005,0.136,C. Madrid,40.4437398,-3.72614639
30.0,2013,u. de oviedo,12.458,12.694,True,oviedo,0.0,0.0,0.019,0.236,Asturias,43.3533657,-5.8687712
31.0,2013,u. de granada,12.516,12.764,True,granada,0.0,-0.005,0.005,0.248,Andalucía,37.1474408,-3.6042349
0.0,2014,u. de lérida,11.907,12.044,True,lérida,0.0,0.004,0.015,0.137,Cataluña,41.81636125,1.59713745
1.0,2014,u. de gerona,11.919,12.058,True,gerona,0.0,0.006,0.014,0.139,Cataluña,41.9743792,2.8235429
2.0,2014,u. rovira i virgili (reus),11.968,12.042,True,reus,0.0,0.002,0.018,0.074,Cataluña,41.155309,1.1053273
3.0,2014,u. del país vasco (lejona),12.023,12.111,True,bilbao,0.0,0.003,0.009,0.088,País Vasco,43.3359821,-2.9768285
4.0,2014,u. de zaragoza (campus huesca),12.032,12.276,True,huesca,0.0,-0.006,0.015,0.244,Aragón,42.1414059,-0.4060896
5.0,2014,u. autónoma de barcelona,12.063,12.152,True,barcelona,0.0,0.005,0.018,0.089,Cataluña,41.5025932,2.080056
6.0,2014,u. de zaragoza (campus zaragoza),12.053,12.4,True,zaragoza,0.0,-0.002,0.012,0.347,Aragón,41.6421312,-0.90302271
7.0,2014,u. de cantabria (santander),12.068,12.54,True,santander,0.0,0.0,0.015,0.472,Cantabria,43.4736983,-3.7859174
8.0,2014,u. de valladolid,12.09,12.312,True,valladolid,0.0,-0.001,0.015,0.222,Castilla y León,41.6105937,-4.6916619
9.0,2014,u. de santiago de compostela,12.102,12.332,True,santiago de compostela,0.0,0.005,0.013,0.23,Galicia,42.88050025,-8.5457602
10.0,2014,u. de salamanca,12.107,12.413,True,salamanca,0.0,0.003,0.009,0.306,Castilla y León,40.9666432,-5.6772757
11.0,2014,u. jaume i,12.118,12.422,False,castellon de la plana,0.0,0.007,0.016,0.304,C. Valenciana,39.9899483,-0.0664218
12.0,2014,u. de c-la mancha (campus c.real),12.156,12.53,True,ciudad real,0.0,0.002,0.005,0.374,Castilla-La Mancha,38.9918372,-3.9268263
13.0,2014,u. de c-la mancha (campus albacete),12.19,12.56,True,albacete,0.0,0.0,0.002,0.37,Castilla-La Mancha,38.4527362,-2.05363374
14.0,2014,urjc - campus alcorcón,12.285,12.382,True,madrid,0.0,0.003,0.012,0.097,C. Madrid,40.3506324,-3.8437926
15.0,2014,u. pompeu fabra (barcelona),12.288,12.356,True,barcelona,0.0,0.001,0.033,0.068,Cataluña,41.37921475,2.17941527
16.0,2014,u. miguel hernández (s. juan de alicante),12.304,12.514,True,alicante,0.0,0.007,0.017,0.21,Andalucía,38.39896277,-0.43477806
17.0,2014,u. de extremadura (badajoz),12.306,12.682,True,badajoz,0.0,0.018,0.023,0.376,Extremadura,38.8824069,-7.0194457
18.0,2014,u. de cádiz,12.35,12.603,True,cádiz,0.0,0.012,0.024,0.253,Andalucía,36.5340199,-6.3018987
19.0,2014,u. de valencia,12.356,12.656,True,valencia,0.0,0.011,0.017,0.3,C. Valenciana,39.4786642,-0.3627246
20.0,2014,u. de alcalá,12.376,12.422,True,alcalá,0.0,0.002,0.023,0.046,C. Madrid,40.4818396,-3.3644973
21.0,2014,u. de murcia,12.389,12.854,True,murcia,0.0,0.009,0.003,0.465,Andalucía,37.99109245,-1.13010405
22.0,2014,u. de barcelona-clínico,12.394,12.46,True,barcelona,0.0,0.004,0.025,0.066,Cataluña,41.39017434,2.15212588
23.0,2014,u. de oviedo,12.408,12.692,True,oviedo,0.0,-0.0,-0.004,0.284,Asturias,43.3533657,-5.8687712
24.0,2014,u. de sevilla,12.44,12.653,True,sevilla,0.0,0.009,0.015,0.213,Andalucía,37.4128557,-5.9845606
25.0,2014,u. de córdoba,12.466,12.683,True,córdoba,0.0,0.012,0.019,0.217,Andalucía,37.8560421,-4.8134452
26.0,2014,u. de málaga,12.473,12.72,True,málaga,0.0,0.007,0.013,0.247,Andalucía,36.7200431,-4.41617939
27.0,2014,u. de las palmas,12.509,12.78,True,las palmas,0.0,0.015,0.02,0.271,Canarias,28.09055808,-15.41890014
28.0,2014,u. autónoma de madrid,12.558,12.652,True,madrid,0.0,0.007,0.01,0.094,C. Madrid,40.4832261,-3.6972262
29.0,2014,u. de la laguna,12.58,12.793,True,la laguna,0.0,0.025,0.038,0.213,Canarias,28.4852475,-16.3126059
30.0,2014,u. complutense de madrid,12.615,12.617,True,madrid,0.0,0.004,0.014,0.002,C. Madrid,40.4437398,-3.72614639
31.0,2014,u. de granada,12.697,12.933,True,granada,0.0,0.013,0.014,0.236,Andalucía,37.1474408,-3.6042349
0.0,2015,u. de lérida,12.101,12.266,True,lérida,0.0,0.018,0.016,0.165,Cataluña,41.81636125,1.59713745
1.0,2015,u. rovira i virgili (reus),12.108,12.236,True,reus,0.0,0.016,0.012,0.128,Cataluña,41.155309,1.1053273
2.0,2015,u. de cantabria (santander),12.178,12.572,True,santander,0.0,0.003,0.009,0.394,Cantabria,43.4736983,-3.7859174
3.0,2015,u. de santiago de compostela,12.178,12.332,True,santiago de compostela,0.0,0.0,0.006,0.154,Galicia,42.88050025,-8.5457602
4.0,2015,u. de gerona,12.182,12.242,True,gerona,0.0,0.015,0.022,0.06,Cataluña,41.9743792,2.8235429
5.0,2015,u. del país vasco (lejona),12.22,12.268,True,bilbao,0.0,0.013,0.016,0.048,País Vasco,43.3359821,-2.9768285
6.0,2015,u. de zaragoza (campus huesca),12.234,12.456,True,huesca,0.0,0.015,0.017,0.222,Aragón,42.1414059,-0.4060896
7.0,2015,u. de salamanca,12.241,12.498,True,salamanca,0.0,0.007,0.011,0.257,Castilla y León,40.9666432,-5.6772757
8.0,2015,u. de valladolid,12.307,12.44,True,valladolid,0.0,0.01,0.018,0.133,Castilla y León,41.6105937,-4.6916619
9.0,2015,u. jaume i,12.32,12.574,False,castellon de la plana,0.0,0.012,0.017,0.254,C. Valenciana,39.9899483,-0.0664218
10.0,2015,u. de oviedo,12.342,12.618,True,oviedo,0.0,-0.006,-0.005,0.276,Asturias,43.3533657,-5.8687712
11.0,2015,u. de extremadura (badajoz),12.36,12.84,True,badajoz,0.0,0.012,0.004,0.48,Extremadura,38.8824069,-7.0194457
12.0,2015,u. autónoma de barcelona,12.364,12.394,True,barcelona,0.0,0.02,0.025,0.03,Cataluña,41.5025932,2.080056
13.0,2015,u. de zaragoza (campus zaragoza),12.404,12.547,True,zaragoza,0.0,0.012,0.029,0.143,Aragón,41.6421312,-0.90302271
14.0,2015,u. de c-la mancha (campus albacete),12.424,12.694,True,albacete,0.0,0.011,0.019,0.27,Castilla-La Mancha,38.4527362,-2.05363374
15.0,2015,u. de c-la mancha (campus c.real),12.433,12.678,True,ciudad real,0.0,0.012,0.023,0.245,Castilla-La Mancha,38.9918372,-3.9268263
16.0,2015,u. miguel hernández (s. juan de alicante),12.438,12.644,True,alicante,0.0,0.01,0.011,0.206,Andalucía,38.39896277,-0.43477806
17.0,2015,urjc - campus alcorcón,12.455,12.536,True,madrid,0.0,0.012,0.014,0.081,C. Madrid,40.3506324,-3.8437926
18.0,2015,u. de alcalá,12.472,12.543,True,alcalá,0.0,0.01,0.008,0.071,C. Madrid,40.4818396,-3.3644973
19.0,2015,u. de cádiz,12.482,12.719,True,cádiz,0.0,0.009,0.011,0.237,Andalucía,36.5340199,-6.3018987
20.0,2015,u. de valencia,12.514,12.774,True,valencia,0.0,0.009,0.013,0.26,C. Valenciana,39.4786642,-0.3627246
21.0,2015,u. de córdoba,12.569,12.736,True,córdoba,0.0,0.004,0.008,0.167,Andalucía,37.8560421,-4.8134452
22.0,2015,u. de la laguna,12.58,12.854,True,la laguna,0.0,0.005,0.0,0.274,Canarias,28.4852475,-16.3126059
23.0,2015,u. pompeu fabra (barcelona),12.598,12.632,True,barcelona,0.0,0.022,0.025,0.034,Cataluña,41.37921475,2.17941527
24.0,2015,u. de málaga,12.606,12.766,True,málaga,0.0,0.004,0.011,0.16,Andalucía,36.7200431,-4.41617939
25.0,2015,u. de barcelona-clínico,12.642,12.698,True,barcelona,0.0,0.019,0.02,0.056,Cataluña,41.39017434,2.15212588
26.0,2015,u. de sevilla,12.645,12.798,True,sevilla,0.0,0.011,0.016,0.153,Andalucía,37.4128557,-5.9845606
27.0,2015,u. autónoma de madrid,12.651,12.819,True,madrid,0.0,0.013,0.007,0.168,C. Madrid,40.4832261,-3.6972262
28.0,2015,u. de murcia,12.661,12.95,True,murcia,0.0,0.007,0.022,0.289,Andalucía,37.99109245,-1.13010405
29.0,2015,u. de granada,12.669,12.947,True,granada,0.0,0.001,-0.002,0.278,Andalucía,37.1474408,-3.6042349
30.0,2015,u. complutense de madrid,12.697,12.697,True,madrid,0.0,0.006,0.007,0.0,C. Madrid,40.4437398,-3.72614639
31.0,2015,u. de las palmas,12.791,12.839,True,las palmas,0.0,0.005,0.023,0.048,Canarias,28.09055808,-15.41890014
0.0,2016,u. de lérida,12.124,12.305,True,lérida,0.0,0.003,0.002,0.181,Cataluña,41.81636125,1.59713745
1.0,2016,u. de las islas baleares,12.144,12.534,False,palma de mallorca,0.0,,,0.39,Islas Baleares,39.60701435,2.64475448
2.0,2016,u. de gerona,12.168,12.303,True,gerona,0.0,0.005,-0.001,0.135,Cataluña,41.9743792,2.8235429
3.0,2016,u. rovira i virgili (reus),12.164,12.296,True,reus,0.0,0.005,0.005,0.132,Cataluña,41.155309,1.1053273
4.0,2016,u. autónoma de barcelona,12.185,12.348,True,barcelona,0.0,-0.004,-0.014,0.163,Cataluña,41.5025932,2.080056
